id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
21023,,734,36,9,11,1897.9,224.85,292098.97,fecha_invalida
21024,,1234,27,13,6,1149.55,215.1,212829.5,fecha_invalida
21025,,371,62,6,8,634.05,,14835.76,"fecha_invalida,comision_invalida"
21027,,1680,8,8,2,1688.1,319.55,196398.14,fecha_invalida
21028,,81,74,11,2,1058.1,183.49,,"fecha_invalida,monto_invalido"
21029,2025-03-29,2583,63,4,4,,247.9,272183.24,prima_invalida
21030,2026-02-10,1441,44,2,3,606.51,,106132.63,comision_invalida
21031,,2893,55,8,12,1797.06,,358147.76,"fecha_invalida,comision_invalida"
21032,,879,67,6,5,1713.94,294.66,64740.13,fecha_invalida
21033,,247,11,8,11,268.93,19.38,43178.82,fecha_invalida
21035,,1531,58,5,7,229.93,47.25,42533.27,fecha_invalida
21036,,1226,10,9,6,711.72,95.64,,"fecha_invalida,monto_invalido"
21038,2025-10-06,2389,61,6,7,,1924.18,127722.08,prima_invalida
21039,,2756,20,4,4,1291.16,70.7,214353.73,fecha_invalida
21040,,1513,69,15,9,182.38,,,"fecha_invalida,comision_invalida,monto_invalido"
21041,,2767,72,10,4,173.91,9.89,,"fecha_invalida,monto_invalido"
21042,,683,75,10,3,317.41,53.46,7927.29,fecha_invalida
21043,,2878,53,10,7,108.65,21.69,17333.36,fecha_invalida
21044,,632,59,8,9,1746.45,,51187.91,"fecha_invalida,comision_invalida"
21045,,2049,41,13,2,937.33,190.17,,"fecha_invalida,monto_invalido"
21046,,818,62,9,8,1772.26,,,"fecha_invalida,comision_invalida,monto_invalido"
21047,,1399,18,9,7,1115.85,188.07,177318.05,fecha_invalida
21048,,2361,73,14,5,1563.23,2474.74,77570.85,fecha_invalida
21049,,1850,51,6,2,160.37,39.72,4768.18,fecha_invalida
21050,,1514,44,2,12,,2725.83,,"fecha_invalida,prima_invalida,monto_invalido"
21051,,327,63,14,11,503.02,83.31,13614.55,fecha_invalida
21052,,1285,6,2,5,1778.08,176.08,43234.76,fecha_invalida
21053,2025-03-29,136,29,8,2,514.47,48.52,,monto_invalido
21054,,2944,36,5,6,217.65,,26613.07,"fecha_invalida,comision_invalida"
21055,,1405,53,5,3,479.38,44.26,,"fecha_invalida,monto_invalido"
21056,2026-01-24,2806,10,2,11,1141.2,,223127.64,comision_invalida
21057,,757,5,5,8,1084.92,70.52,,"fecha_invalida,monto_invalido"
21058,,2661,34,15,8,360.62,47.43,35221.92,fecha_invalida
21059,,1601,26,12,4,680.03,48.39,,"fecha_invalida,monto_invalido"
21060,,592,63,9,8,,,209859.37,"fecha_invalida,prima_invalida,comision_invalida"
21061,,1631,2,9,4,1513.36,366.01,46081.37,fecha_invalida
21062,,2229,40,13,6,1481.5,,56967.51,"fecha_invalida,comision_invalida"
21063,2025-05-09,444,46,4,10,,144.08,,"prima_invalida,monto_invalido"
21064,,1702,13,11,6,248.07,25.18,7152.82,fecha_invalida
21065,,1350,49,1,4,641.64,,,"fecha_invalida,comision_invalida,monto_invalido"
21066,,2562,1,15,6,1658.97,114.44,167072.69,fecha_invalida
21068,,1365,94,1,5,448.71,77.23,66730.64,fecha_invalida
21069,,1352,78,11,3,882.08,191.83,86341.8,fecha_invalida
21070,,2614,77,7,4,1315.17,223.75,,"fecha_invalida,monto_invalido"
21071,,1850,21,1,4,69.34,5.98,1707.52,fecha_invalida
21072,,2088,54,2,8,,,68142.39,"fecha_invalida,prima_invalida,comision_invalida"
21074,,716,19,15,4,145.22,9.08,24065.08,fecha_invalida
21075,,420,40,11,1,,326.71,281684.96,"fecha_invalida,prima_invalida"
21076,,1382,68,4,10,862.67,1171.23,73664.22,fecha_invalida
21077,,2920,54,13,7,,207.17,84643.33,"fecha_invalida,prima_invalida"
21078,,1645,41,10,3,1946.52,283.32,242193.2,fecha_invalida
21079,,751,78,7,12,1906.3,358.09,210233.92,fecha_invalida
21080,,219,9,2,7,376.37,77.65,21113.32,fecha_invalida
21081,,2795,46,14,8,451.6,52.25,51605.81,fecha_invalida
21082,,288,58,9,5,927.47,209.09,113997.53,fecha_invalida
21083,,533,15,5,8,1365.5,132.15,,"fecha_invalida,monto_invalido"
21084,,745,9,2,4,423.47,87.1,20476.01,fecha_invalida
21085,2025-11-25,2042,9,2,5,,,94231.23,"prima_invalida,comision_invalida"
21086,,857,65,12,2,927.32,202.56,,"fecha_invalida,monto_invalido"
21088,,409,60,6,10,1550.41,164.55,84071.44,fecha_invalida
21089,,2890,69,15,7,,26.13,12826.02,"fecha_invalida,prima_invalida"
21090,,2353,20,4,2,1731.54,362.02,231533.78,fecha_invalida
21091,,1976,75,4,4,1540.86,83.65,,"fecha_invalida,monto_invalido"
21092,,270,42,7,9,,137.47,73903.9,"fecha_invalida,prima_invalida"
21094,,2392,67,13,11,1362.32,,,"fecha_invalida,comision_invalida,monto_invalido"
21095,,1031,21,9,8,754.66,,41619.61,"fecha_invalida,comision_invalida"
21096,,1884,63,8,6,1208.56,244.69,,"fecha_invalida,monto_invalido"
21097,,1112,42,6,6,1844.78,,191004.43,"fecha_invalida,comision_invalida"
21098,,1333,57,8,1,1086.59,73.57,87379.43,fecha_invalida
21099,,319,30,10,10,425.58,97.84,19060.53,fecha_invalida
21100,,1227,16,9,12,,74.28,,"fecha_invalida,prima_invalida,monto_invalido"
21103,,604,49,6,6,,114.1,66962.45,"fecha_invalida,prima_invalida"
21104,,2069,79,11,10,703.79,143.28,,"fecha_invalida,monto_invalido"
21105,,1076,67,10,3,,130.46,82888.62,"fecha_invalida,prima_invalida"
21106,2025-12-25,2789,43,13,10,1020.42,72.39,,monto_invalido
21107,,1400,17,13,6,1215.67,263.16,169622.73,fecha_invalida
21108,,1676,75,12,6,305.66,27.72,16354.69,fecha_invalida
21109,,1874,8,14,10,1227.37,2059.09,88033.72,fecha_invalida
21110,,141,64,14,10,,398.2,345994.0,"fecha_invalida,prima_invalida"
21111,,2036,6,1,6,1720.38,216.08,228757.48,fecha_invalida
21112,,1954,38,15,8,1185.71,252.91,78535.75,fecha_invalida
21113,,2367,60,12,1,1676.26,293.76,221555.93,fecha_invalida
21114,,2760,39,14,11,,326.0,244325.42,"fecha_invalida,prima_invalida"
21116,,2160,4,2,4,101.46,,5825.52,"fecha_invalida,comision_invalida"
21117,,122,17,14,10,1887.71,378.64,,"fecha_invalida,monto_invalido"
21118,,1133,69,2,10,452.66,35.73,,"fecha_invalida,monto_invalido"
21119,,909,80,8,11,246.95,52.58,40579.4,fecha_invalida
21120,,146,15,1,12,1693.58,111.72,123513.27,fecha_invalida
21121,,2810,59,2,11,788.96,80.38,107555.15,fecha_invalida
21122,,1651,41,12,11,625.36,,43438.68,"fecha_invalida,comision_invalida"
21124,,1699,20,15,10,857.67,179.64,90297.69,fecha_invalida
21126,,2648,55,2,9,418.53,,24916.8,"fecha_invalida,comision_invalida"
21127,,436,31,4,12,184.58,312.0,,"fecha_invalida,monto_invalido"
21128,,423,74,5,9,1389.77,172.03,98969.4,fecha_invalida
21129,,1176,70,9,3,,252.78,66710.76,"fecha_invalida,prima_invalida"
21130,,540,11,14,4,,,138976.63,"fecha_invalida,prima_invalida,comision_invalida"
21131,,458,23,13,11,1631.25,,191681.97,"fecha_invalida,comision_invalida"
21132,,2918,19,2,9,1769.75,,326704.07,"fecha_invalida,comision_invalida"
21134,,500,41,6,11,1945.04,299.92,303752.18,fecha_invalida
21135,,2445,78,5,2,1783.73,112.54,257133.92,fecha_invalida
21136,,795,71,12,12,1729.03,,94133.53,"fecha_invalida,comision_invalida"
21137,,1973,66,11,9,1892.45,224.61,182689.47,fecha_invalida
21139,,1287,2,14,7,1045.27,213.88,109169.63,fecha_invalida
21140,,784,14,8,11,594.58,53.14,114693.29,fecha_invalida
21141,,3886,74,7,4,,182.9,108191.62,"fecha_invalida,prima_invalida"
21142,,1611,62,15,6,919.24,158.6,23974.72,fecha_invalida
21143,,836,19,13,10,,182.73,201151.04,"fecha_invalida,prima_invalida"
21145,,2102,76,1,1,261.26,53.99,48302.82,fecha_invalida
21146,,2140,23,4,9,855.86,158.67,39732.67,fecha_invalida
21148,2025-02-07,2847,59,3,10,1941.96,108.02,,monto_invalido
21149,,512,3,8,1,1152.1,84.84,222691.72,fecha_invalida
21150,,2490,75,12,4,432.35,59.36,37347.1,fecha_invalida
21151,,1788,41,6,8,1744.5,369.82,,"fecha_invalida,monto_invalido"
21152,,1901,2,9,12,1623.61,,145680.98,"fecha_invalida,comision_invalida"
21153,,2925,46,10,4,156.02,,24343.23,"fecha_invalida,comision_invalida"
21154,,932,62,2,8,1431.31,95.08,83184.27,fecha_invalida
21155,,2603,29,3,4,898.99,166.87,,"fecha_invalida,monto_invalido"
21157,,445,17,11,12,,204.84,183013.45,"fecha_invalida,prima_invalida"
21158,,348,118,9,6,1794.58,281.73,37032.72,fecha_invalida
21159,,2467,25,2,1,1424.4,276.19,163039.28,fecha_invalida
21160,,784,3,14,11,625.17,125.96,94090.14,fecha_invalida
21161,,1864,11,15,4,1867.79,182.94,225502.02,fecha_invalida
21162,,2940,7,3,9,1161.82,223.16,,"fecha_invalida,monto_invalido"
21163,,2820,54,6,10,929.78,141.08,19677.1,fecha_invalida
21164,,2833,72,2,11,,87.76,,"fecha_invalida,prima_invalida,monto_invalido"
21165,,2789,72,7,1,1255.94,93.3,110115.88,fecha_invalida
21166,,1332,9,15,2,1282.88,290.49,56120.31,fecha_invalida
21167,,2063,44,14,2,,97.06,78002.82,"fecha_invalida,prima_invalida"
21168,,2681,47,6,3,,270.2,141648.61,"fecha_invalida,prima_invalida"
21169,,1245,34,9,11,747.28,,18976.21,"fecha_invalida,comision_invalida"
21170,,104,73,6,5,342.39,,21970.65,"fecha_invalida,comision_invalida"
21171,,2526,78,15,7,,382.02,49981.37,"fecha_invalida,prima_invalida"
21172,,2707,41,13,10,416.8,101.54,67826.82,fecha_invalida
21174,,778,24,13,9,1249.37,,66811.94,"fecha_invalida,comision_invalida"
21175,,768,74,9,3,1415.35,342.5,78150.3,fecha_invalida
21176,,2033,28,5,7,,108.64,,"fecha_invalida,prima_invalida,monto_invalido"
21177,,1433,74,11,3,,,39665.87,"fecha_invalida,prima_invalida,comision_invalida"
21178,,1647,59,15,10,1239.84,281.93,244297.4,fecha_invalida
21179,,331,3,12,4,1707.5,353.05,161272.88,fecha_invalida
21180,,919,27,9,5,1072.16,246.87,21733.84,fecha_invalida
21181,,2081,7,7,12,,38.35,,"fecha_invalida,prima_invalida,monto_invalido"
21182,,935,24,14,8,352.46,53.72,57926.88,fecha_invalida
21183,2025-09-25,892,40,14,9,1102.36,,,"comision_invalida,monto_invalido"
21184,,1536,68,3,11,1555.17,310.7,106818.79,fecha_invalida
21185,,2543,44,9,9,772.46,109.03,44026.64,fecha_invalida
21186,,160,64,3,9,857.72,112.02,,"fecha_invalida,monto_invalido"
21188,,1112,13,4,6,1589.44,,85236.18,"fecha_invalida,comision_invalida"
21189,,1026,12,9,10,,58.96,63610.48,"fecha_invalida,prima_invalida"
21191,,2741,20,3,4,355.18,67.83,42175.34,fecha_invalida
21192,,2405,21,8,8,1898.58,281.8,238083.46,fecha_invalida
21193,,158,4,9,6,,126.43,191144.22,"fecha_invalida,prima_invalida"
21194,2025-04-26,1417,73,8,10,1795.0,,280935.83,comision_invalida
21195,,2785,4,14,12,500.66,41.1,90375.09,fecha_invalida
21196,,1874,42,9,7,,11.52,,"fecha_invalida,prima_invalida,monto_invalido"
21197,,1013,77,2,7,1071.39,224.01,181675.3,fecha_invalida
21198,,1796,54,8,12,1178.56,285.09,90645.3,fecha_invalida
21199,,314,18,13,2,650.8,74.35,49435.89,fecha_invalida
21201,,2710,18,6,5,130.97,,7458.97,"fecha_invalida,comision_invalida"
21202,,1606,78,3,10,714.56,158.29,,"fecha_invalida,monto_invalido"
21203,,2672,10,15,2,914.28,,157550.67,"fecha_invalida,comision_invalida"
21204,2025-10-21,531,37,11,3,663.53,153.26,,monto_invalido
21205,,2286,46,6,10,1072.47,89.24,,"fecha_invalida,monto_invalido"
21206,,272,80,15,9,541.37,964.95,86638.77,fecha_invalida
21207,,2897,2,7,10,853.25,95.83,,"fecha_invalida,monto_invalido"
21208,,1896,31,10,3,747.87,,140437.88,"fecha_invalida,comision_invalida"
21209,,2264,37,14,9,610.99,130.1,31756.69,fecha_invalida
21210,,349,32,3,5,,63.96,45203.77,"fecha_invalida,prima_invalida"
21211,,1250,71,3,8,91.83,19.07,,"fecha_invalida,monto_invalido"
21212,,1164,63,13,9,159.04,13.24,20591.16,fecha_invalida
21213,,1042,8,1,5,1349.27,310.46,85214.66,fecha_invalida
21214,,1966,79,2,5,587.4,,98346.18,"fecha_invalida,comision_invalida"
21215,,1303,14,10,10,,,105203.41,"fecha_invalida,prima_invalida,comision_invalida"
21217,,1924,50,9,9,907.57,85.99,,"fecha_invalida,monto_invalido"
21218,,615,70,10,8,,26.75,10851.37,"fecha_invalida,prima_invalida"
21219,,1616,14,4,2,187.14,,18664.74,"fecha_invalida,comision_invalida"
21220,,2857,31,15,9,1781.07,327.93,215408.6,fecha_invalida
21221,,2051,26,1,8,412.88,76.18,12970.83,fecha_invalida
21222,,2055,37,9,8,1674.97,304.46,244095.49,fecha_invalida
21223,,1383,40,15,2,772.82,104.44,145928.25,fecha_invalida
21224,,1321,5,7,11,71.09,,7999.08,"fecha_invalida,comision_invalida"
21225,,213,57,15,5,782.59,60.29,140446.95,fecha_invalida
21226,,302,48,5,12,1181.2,275.51,151905.62,fecha_invalida
21227,2025-07-07,1093,15,6,3,,,64710.17,"prima_invalida,comision_invalida"
21228,,451,79,14,5,1456.74,360.97,106845.37,fecha_invalida
21229,,630,42,11,1,1592.41,235.63,239282.27,fecha_invalida
21230,,2214,48,11,7,1433.25,141.97,236970.79,fecha_invalida
21231,,1470,29,2,3,1574.08,233.08,312715.48,fecha_invalida
21232,,809,59,13,4,,71.51,,"fecha_invalida,prima_invalida,monto_invalido"
21233,,2324,27,14,3,,130.38,107147.43,"fecha_invalida,prima_invalida"
21234,,1473,56,13,11,1504.11,357.41,,"fecha_invalida,monto_invalido"
21235,,1327,22,15,3,481.3,93.58,31560.99,fecha_invalida
21236,2025-01-08,811,51,2,4,123.29,8.26,,monto_invalido
21237,,411,43,12,7,1171.25,235.65,144318.24,fecha_invalida
21238,,1090,31,3,7,1066.3,131.75,89661.62,fecha_invalida
21239,,783,29,11,2,1437.85,261.92,,"fecha_invalida,monto_invalido"
21240,,2028,49,6,8,1004.4,122.58,56972.46,fecha_invalida
21241,,582,23,2,3,1005.66,135.79,59527.66,fecha_invalida
21242,,1402,54,15,2,886.33,155.98,87952.43,fecha_invalida
21244,,2425,78,14,3,1453.36,231.88,111504.0,fecha_invalida
21247,2025-04-15,2406,40,5,3,265.64,,36146.47,comision_invalida
21248,,1287,66,15,9,962.24,215.17,91012.4,fecha_invalida
21249,,310,25,5,4,1310.42,94.68,,"fecha_invalida,monto_invalido"
21250,2026-02-03,2573,61,8,4,,6.52,,"prima_invalida,monto_invalido"
21251,,105,5,9,8,1216.49,188.82,107625.02,fecha_invalida
21252,,434,12,11,2,384.64,72.58,,"fecha_invalida,monto_invalido"
21253,,1055,6,6,8,1942.05,241.58,211991.74,fecha_invalida
21255,2025-12-01,2842,10,14,8,1915.97,,109458.79,comision_invalida
21256,,2211,4,6,2,1834.89,96.82,226829.34,fecha_invalida
21257,,2962,74,6,6,421.44,59.28,81940.97,fecha_invalida
21258,,977,45,6,6,1002.82,129.15,,"fecha_invalida,monto_invalido"
21259,,586,2,2,3,102.24,20.72,18956.38,fecha_invalida
21261,,163,63,13,12,,132.2,55334.96,"fecha_invalida,prima_invalida"
21262,,2173,26,10,7,957.91,112.77,,"fecha_invalida,monto_invalido"
21263,,2155,60,6,6,1929.16,321.77,,"fecha_invalida,monto_invalido"
21264,,2970,101,2,7,,25.04,37531.3,"fecha_invalida,prima_invalida"
21265,2025-02-06,2790,40,4,3,1894.93,388.39,,monto_invalido
21266,,2779,14,13,1,1338.71,182.85,,"fecha_invalida,monto_invalido"
21267,,2917,18,10,8,1798.06,326.27,221484.81,fecha_invalida
21268,,1607,22,4,8,1183.66,269.22,180336.42,fecha_invalida
21269,,290,71,1,12,791.4,127.45,38309.17,fecha_invalida
21270,,2995,79,3,10,1915.42,419.92,65622.51,fecha_invalida
21271,,333,52,13,6,503.26,83.92,51202.78,fecha_invalida
21273,,441,16,8,1,1805.03,170.33,237491.21,fecha_invalida
21274,,2474,50,4,6,,76.36,,"fecha_invalida,prima_invalida,monto_invalido"
21275,,2189,76,1,9,1993.77,,,"fecha_invalida,comision_invalida,monto_invalido"
21276,,2831,57,11,2,491.07,63.65,29940.21,fecha_invalida
21277,2026-02-01,962,49,15,5,1087.05,266.78,,monto_invalido
21278,,1057,60,4,5,1365.97,,71148.73,"fecha_invalida,comision_invalida"
21280,,1830,51,10,5,1773.52,288.38,,"fecha_invalida,monto_invalido"
21281,2025-06-15,687,14,8,9,,233.54,126876.25,prima_invalida
21284,,497,60,9,11,1820.32,,222605.04,"fecha_invalida,comision_invalida"
21288,,2153,55,2,5,779.2,64.38,149481.54,fecha_invalida
21289,,1476,70,7,6,1502.67,344.78,179354.79,fecha_invalida
21290,,2192,32,10,10,,118.75,83850.45,"fecha_invalida,prima_invalida"
21291,,2212,51,11,12,1800.16,,,"fecha_invalida,comision_invalida,monto_invalido"
21292,,1158,32,7,9,,60.42,167593.69,"fecha_invalida,prima_invalida"
21293,,26,40,3,8,,147.7,225306.63,"fecha_invalida,prima_invalida"
21295,,2692,34,7,6,439.18,60.77,81197.28,fecha_invalida
21296,,802,32,14,12,1245.67,219.36,192128.02,fecha_invalida
21297,,2988,38,14,5,422.47,30.77,70529.59,fecha_invalida
21298,,100,6,13,3,1084.35,187.74,215418.13,fecha_invalida
21299,,2608,71,6,10,754.58,39.57,,"fecha_invalida,monto_invalido"
21300,,1694,58,2,2,1822.84,,348087.44,"fecha_invalida,comision_invalida"
21301,,1770,3,10,4,578.4,66.13,27756.9,fecha_invalida
21302,,2585,43,1,5,1093.78,170.5,188551.71,fecha_invalida
21303,,2974,42,9,2,978.87,61.48,41316.57,fecha_invalida
21304,,1119,20,4,2,1933.41,329.37,274646.37,fecha_invalida
21305,,1283,34,13,3,,78.09,,"fecha_invalida,prima_invalida,monto_invalido"
21306,,506,28,4,5,1157.75,85.75,179679.04,fecha_invalida
21307,,2840,71,4,3,1199.12,267.47,43388.77,fecha_invalida
21308,,1453,2,7,2,1255.36,244.55,133066.59,fecha_invalida
21309,,18,36,8,11,1807.19,184.7,60987.08,fecha_invalida
21310,,2655,61,10,10,1772.73,280.0,213973.0,fecha_invalida
21311,,2817,49,6,2,1261.43,149.67,41249.19,fecha_invalida
21312,,345,57,7,2,,,39258.98,"fecha_invalida,prima_invalida,comision_invalida"
21313,2025-10-06,75,13,7,6,539.8,40.02,,monto_invalido
21314,,490,52,13,12,,190.3,90158.96,"fecha_invalida,prima_invalida"
21315,,2669,2,7,7,909.07,210.76,151345.57,fecha_invalida
21316,,127,20,14,11,620.07,71.38,,"fecha_invalida,monto_invalido"
21317,,724,36,15,10,527.33,93.62,99420.9,fecha_invalida
21318,,1828,75,4,12,,17.05,26051.85,"fecha_invalida,prima_invalida"
21319,,898,46,5,8,1992.75,359.15,197157.91,fecha_invalida
21320,,425,95,2,7,,,21103.17,"fecha_invalida,prima_invalida,comision_invalida"
21321,,709,22,3,6,400.29,86.16,43302.54,fecha_invalida
21322,,2058,65,7,1,845.99,154.39,23753.16,fecha_invalida
21323,,649,19,7,10,1009.96,1349.46,81755.54,fecha_invalida
21324,,2668,13,3,1,204.39,36.51,29579.86,fecha_invalida
21325,,78,28,1,9,963.59,,102394.27,"fecha_invalida,comision_invalida"
21326,,2365,58,13,5,1829.32,129.11,82222.16,fecha_invalida
21327,,1021,40,5,8,922.69,83.19,72317.38,fecha_invalida
21328,,1823,49,2,6,114.33,16.64,17149.49,fecha_invalida
21329,,7,47,2,5,1696.74,406.85,122421.63,fecha_invalida
21331,,552,25,14,5,1553.74,178.73,158115.92,fecha_invalida
21332,,1946,3,1,9,421.28,70.43,57552.25,fecha_invalida
21333,,1388,78,1,1,1832.49,352.36,62083.3,fecha_invalida
21334,,1924,45,2,10,91.44,13.33,16306.09,fecha_invalida
21336,,1085,58,8,8,1859.05,,,"fecha_invalida,comision_invalida,monto_invalido"
21337,,1232,65,13,8,1841.41,143.05,143477.49,fecha_invalida
21338,,1877,72,13,12,813.93,151.75,106902.2,fecha_invalida
21339,2025-11-02,2697,14,14,1,,206.65,176097.03,prima_invalida
21340,,2739,32,13,9,,149.52,64631.19,"fecha_invalida,prima_invalida"
21341,,773,44,5,2,1334.01,136.03,253967.5,fecha_invalida
21343,2025-03-12,938,80,5,3,1699.49,,,"comision_invalida,monto_invalido"
21344,,1678,64,3,10,676.86,134.02,,"fecha_invalida,monto_invalido"
21345,,1717,73,7,6,1829.29,94.4,79368.21,fecha_invalida
21346,,2367,1,12,11,1628.05,,,"fecha_invalida,comision_invalida,monto_invalido"
21347,,906,27,1,3,1994.85,145.2,308462.89,fecha_invalida
21348,,2489,49,8,12,1137.47,,173171.56,"fecha_invalida,comision_invalida"
21349,,336,56,11,9,,80.3,35769.99,"fecha_invalida,prima_invalida"
21350,,2025,8,8,10,1839.34,262.57,324151.46,fecha_invalida
21351,,136,36,4,11,1075.66,,28166.76,"fecha_invalida,comision_invalida"
21352,,2202,56,2,12,1115.57,258.69,,"fecha_invalida,monto_invalido"
21353,,2538,29,10,6,1738.62,391.61,340096.7,fecha_invalida
21354,2025-10-19,1220,21,8,7,119.1,18.58,,monto_invalido
21355,,976,20,9,3,,148.5,,"fecha_invalida,prima_invalida,monto_invalido"
21357,,2515,56,11,7,1651.06,254.44,,"fecha_invalida,monto_invalido"
21358,,2838,57,5,4,,366.38,,"fecha_invalida,prima_invalida,monto_invalido"
21359,,1985,12,10,9,1907.7,364.17,80403.18,fecha_invalida
21360,,2969,9,1,4,830.92,84.27,,"fecha_invalida,monto_invalido"
21362,,1453,29,12,2,1366.83,144.44,131218.04,fecha_invalida
21363,,672,26,3,2,628.83,130.29,17132.18,fecha_invalida
21364,,1919,56,9,5,311.82,,24859.46,"fecha_invalida,comision_invalida"
21365,,2142,24,2,10,157.5,8.0,6000.49,fecha_invalida
21366,,972,45,12,3,1826.42,396.83,125254.29,fecha_invalida
21367,,1868,74,7,12,,30.04,,"fecha_invalida,prima_invalida,monto_invalido"
21368,,1943,59,14,8,1082.74,,28986.67,"fecha_invalida,comision_invalida"
21369,,311,16,15,7,141.37,7.32,6574.87,fecha_invalida
21370,,1458,13,6,12,1428.19,190.58,250984.88,fecha_invalida
21371,,772,75,2,11,357.6,80.2,,"fecha_invalida,monto_invalido"
21372,,1619,49,5,3,1962.53,377.67,218832.55,fecha_invalida
21373,,2744,53,9,6,996.98,135.18,141989.85,fecha_invalida
21374,,2255,73,7,6,1871.4,162.24,,"fecha_invalida,monto_invalido"
21375,,2653,36,1,1,1513.61,,,"fecha_invalida,comision_invalida,monto_invalido"
21376,,1090,31,11,12,1336.28,289.03,95975.5,fecha_invalida
21378,,2851,16,7,1,1132.67,89.76,139206.93,fecha_invalida
21379,,3667,52,10,5,,222.29,37318.12,"fecha_invalida,prima_invalida"
21380,,2385,13,3,7,,219.77,,"fecha_invalida,prima_invalida,monto_invalido"
21381,,1204,71,12,12,1571.03,91.77,40489.95,fecha_invalida
21382,,1396,98,12,5,1295.61,73.73,139466.76,fecha_invalida
21383,,125,53,12,8,354.48,55.43,38892.24,fecha_invalida
21384,,1217,42,1,9,237.54,12.44,17516.13,fecha_invalida
21386,,121,79,1,3,1148.57,89.06,,"fecha_invalida,monto_invalido"
21387,,455,38,5,6,1731.87,,,"fecha_invalida,comision_invalida,monto_invalido"
21388,,3829,59,7,11,-686.69,,51955.92,"fecha_invalida,comision_invalida"
21389,,1055,29,15,6,1420.68,277.84,283057.95,fecha_invalida
21390,,437,47,3,12,569.38,,86577.02,"fecha_invalida,comision_invalida"
21392,,2109,64,9,12,,24.05,15919.75,"fecha_invalida,prima_invalida"
21393,,1373,78,8,5,760.63,127.86,122081.53,fecha_invalida
21394,,1777,8,10,4,,58.89,48830.61,"fecha_invalida,prima_invalida"
21395,,1466,55,4,8,1141.09,107.04,222006.95,fecha_invalida
21396,,504,5,6,11,1929.87,266.43,164894.23,fecha_invalida
21397,,1650,43,9,10,,325.28,47486.29,"fecha_invalida,prima_invalida"
21398,2025-02-28,1163,52,6,11,94.29,11.26,,monto_invalido
21399,,1760,30,14,6,,265.98,110610.29,"fecha_invalida,prima_invalida"
21400,,1437,74,7,10,1326.37,,151656.83,"fecha_invalida,comision_invalida"
21401,,2457,30,5,11,428.76,,54642.41,"fecha_invalida,comision_invalida"
21402,,2442,11,10,11,,54.81,133578.17,"fecha_invalida,prima_invalida"
21403,,1406,23,3,3,,,124511.26,"fecha_invalida,prima_invalida,comision_invalida"
21404,,1740,53,12,1,1384.81,,76358.11,"fecha_invalida,comision_invalida"
21405,,300,39,7,1,206.2,37.41,,"fecha_invalida,monto_invalido"
21406,,2897,68,14,4,455.6,101.03,70118.83,fecha_invalida
21407,,2362,61,3,12,1730.71,255.69,,"fecha_invalida,monto_invalido"
21408,,1343,2,10,8,88.04,10.31,1970.57,fecha_invalida
21409,2025-10-13,938,49,1,7,,421.59,250962.35,prima_invalida
21410,,1001,37,10,3,517.38,35.08,85954.26,fecha_invalida
21411,,347,72,10,11,1989.88,,,"fecha_invalida,comision_invalida,monto_invalido"
21413,,1522,4,10,10,840.77,198.82,21175.11,fecha_invalida
21414,,1452,49,10,1,-1129.66,182.36,40751.13,fecha_invalida
21415,,1968,24,5,6,1409.12,,241845.88,"fecha_invalida,comision_invalida"
21416,2025-11-30,1305,39,3,7,,,270513.61,"prima_invalida,comision_invalida"
21417,,3537,57,11,4,1686.61,402.84,,"fecha_invalida,monto_invalido"
21418,,1192,68,9,7,1431.33,329.29,114741.23,fecha_invalida
21419,,1529,75,10,2,1451.53,117.46,,"fecha_invalida,monto_invalido"
21420,,1749,16,5,1,1476.62,203.29,,"fecha_invalida,monto_invalido"
21421,,2360,6,2,6,1049.11,,82051.69,"fecha_invalida,comision_invalida"
21422,,362,78,10,10,,50.31,100629.58,"fecha_invalida,prima_invalida"
21423,,883,22,4,7,970.09,51.02,61123.95,fecha_invalida
21424,,1746,56,13,3,848.59,180.83,130984.8,fecha_invalida
21426,,1347,13,13,8,1991.22,357.83,159458.2,fecha_invalida
21427,,1411,50,11,10,1549.62,,274122.62,"fecha_invalida,comision_invalida"
21428,,1584,43,1,5,1863.28,403.57,346354.81,fecha_invalida
21429,,465,56,15,7,361.12,86.25,12737.37,fecha_invalida
21430,,584,12,3,3,111.98,6.28,2530.97,fecha_invalida
21431,,1163,62,4,3,1143.96,131.31,151040.7,fecha_invalida
21432,,637,51,10,4,510.1,,40278.53,"fecha_invalida,comision_invalida"
21433,,709,66,3,11,1816.93,418.54,193432.33,fecha_invalida
21434,,2423,32,9,5,1456.05,119.85,89864.65,fecha_invalida
21435,,1787,20,10,12,956.6,127.44,63787.13,fecha_invalida
21436,,527,53,7,2,220.52,,13344.42,"fecha_invalida,comision_invalida"
21437,,1032,42,15,2,158.05,25.38,16590.52,fecha_invalida
21438,,2406,2,13,1,149.75,37.11,6266.47,fecha_invalida
21439,,2529,68,6,12,1708.32,177.61,47911.18,fecha_invalida
21440,,1476,65,1,8,70.06,11.68,,"fecha_invalida,monto_invalido"
21441,,1802,4,3,3,1580.42,222.31,263532.35,fecha_invalida
21442,,1227,44,5,1,953.78,163.59,127989.98,fecha_invalida
